WKT,COUNTY,NAME,created_user,created_date,last_edited_user,last_edited_date
"POLYGON Z ((-8909789.1052 3071763.5163 0,-8909622.6109 3071807.3459 0,-8909635.6364 3071617.6965 0,-8909641.4911 3071531.3622 0,-8909808.6928 3071495.6991 0,-8909807.2637 3071588.2784 0,-8909789.1052 3071763.5163 0))",PALM BEACH,LANTANA,,,,
"POLYGON Z ((-8909641.4911 3071531.3622 0,-8909642.1441 3071404.109 0,-8909661.7868 3071313.0364 0,-8909665.5947 3071229.2848 0,-8909668.4242 3071117.1217 0,-8909848.2235 3071077.6188 0,-8909833.4646 3071234.4502 0,-8909829.3399 3071325.8199 0,-8909808.6928 3071495.6991 0,-8909641.4911 3071531.3622 0))",PALM BEACH,MANALAPAN,,,,
"POLYGON Z ((-8910243.7786 3066816.9142 0,-8910178.076 3066744.9176 0,-8910220.9611 3066668.5121 0,-8910277.9642 3066599.8008 0,-8910473.0147 3066562.8152 0,-8910399.2586 3066719.8169 0,-8910350.2618 3066859.8648 0,-8910243.7786 3066816.9142 0))",PALM BEACH,OCEAN INLET PARK,,,,
"POLYGON Z ((-9158504.1537 3097216.5181 0,-9158436.4077 3097137.6573 0,-9158359.9398 3096971.636 0,-9158314.8844 3096854.0942 0,-9158289.4497 3096763.4239 0,-9158249.0317 3096675.7276 0,-9158204.3542 3096551.0337 0,-9158178.3675 3096455.2592 0,-9158149.2487 3096361.3737 0,-9158110.2654 3096206.8921 0,-9158085.0186 3096082.0332 0,-9158066.9415 3095996.366 0,-9158044.2917 3095877.7106 0,-9158012.4591 3095721.9723 0,-9157994.8549 3095623.6154 0,-9157976.8822 3095539.7557 0,-9157961.1278 3095423.5564 0,-9157941.5276 3095292.0108 0,-9157920.6129 3095203.0875 0,-9157907.6163 3095120.9012 0,-9157879.6006 3095014.2307 0,-9157864.2703 3094907.1873 0,-9157842.0963 3094809.8753 0,-9157825.0665 3094704.8154 0,-9157810.8815 3094556.8454 0,-9157803.4893 3094473.4533 0,-9157797.7218 3094380.3683 0,-9157786.5521 3094267.6467 0,-9157779.668 3094148.104 0,-9157775.7792 3094045.5707 0,-9157757.5947 3093937.7947 0,-9157744.6062 3093844.7217 0,-9157715.5903 3093759.8328 0,-9157707.8863 3093639.8593 0,-9157692.4743 3093549.3117 0,-9157691.1128 3093456.5889 0,-9157674.8298 3093362.6628 0,-9157653.564 3093270.3046 0,-9157641.3615 3093186.7782 0,-9157626.3893 3093098.9995 0,-9157606.8195 3093015.4437 0,-9157585.7723 3092837.0333 0,-9157593.5758 3092726.3202 0,-9157584.1802 3092626.1661 0,-9157571.9622 3092518.981 0,-9157571.9542 3092415.0047 0,-9157574.0184 3092273.4132 0,-9157746.0065 3092273.5004 0,-9157737.5939 3092363.5943 0,-9157740.6859 3092471.7719 0,-9157750.9478 3092604.5046 0,-9157760.7622 3092705.014 0,-9157753.9163 3092827.4429 0,-9157765.2165 3092926.8339 0,-9157791.1001 3093064.5747 0,-9157807.2994 3093159.2521 0,-9157825.0665 3093266.6117 0,-9157847.7961 3093389.5905 0,-9157855.3655 3093499.5867 0,-9157874.0824 3093613.9544 0,-9157889.3916 3093711.9165 0,-9157910.2354 3093814.8701 0,-9157922.0534 3093902.3875 0,-9157942.1199 3094020.1815 0,-9157947.514 3094136.0033 0,-9157954.5451 3094259.5779 0,-9157964.7707 3094359.7911 0,-9157969.8315 3094448.3206 0,-9157978.6488 3094544.154 0,-9157991.3519 3094678.6875 0,-9158007.0102 3094776.8084 0,-9158029.5411 3094874.9531 0,-9158044.5178 3094981.0892 0,-9158066.4016 3095065.1479 0,-9158083.3276 3095158.1179 0,-9158107.6252 3095265.3441 0,-9158127.0408 3095395.7455 0,-9158143.6227 3095517.2562 0,-9158168.1401 3095614.1268 0,-9158179.1525 3095699.0482 0,-9158206.8271 3095834.2623 0,-9158232.0085 3095963.8294 0,-9158263.1639 3096102.5363 0,-9158296.1254 3096240.9201 0,-9158339.5276 3096406.8007 0,-9158364.0396 3096497.7135 0,-9158403.4347 3096608.6023 0,-9158445.0828 3096699.0757 0,-9158473.4952 3096797.6645 0,-9158514.2016 3096904.2852 0,-9158563.7841 3097013.6631 0,-9158658.5361 3097216.935 0,-9158504.1537 3097216.5181 0))",LEE,GASPARILLA ISLAND,,,,
"POLYGON Z ((-9108580.7741 3030079.9118 0,-9108671.2534 3030655.7298 0,-9108692.2397 3030811.2317 0,-9108822.296 3031537.7819 0,-9108876.9788 3031800.5344 0,-9108918.1128 3031993.3517 0,-9108973.1708 3032239.1464 0,-9108999.7086 3032357.0791 0,-9109122.7239 3032810.5304 0,-9109179.1645 3033018.659 0,-9109220.449 3033186.7122 0,-9109260.0619 3033376.0362 0,-9109344.7707 3033785.4163 0,-9109376.0593 3033923.8631 0,-9109388.1354 3034007.184 0,-9109459.7952 3034326.5308 0,-9109493.6952 3034435.1678 0,-9109539.1916 3034531.5448 0,-9109598.5711 3034591.7069 0,-9109472.9216 3034715.958 0,-9109415.9309 3034650.0077 0,-9109370.243 3034568.7307 0,-9109335.3954 3034490.1196 0,-9109298.9285 3034373.5178 0,-9109230.1293 3034073.7962 0,-9109211.9575 3033988.6076 0,-9109181.2435 3033821.722 0,-9109096.0652 3033410.1687 0,-9109057.5088 3033225.3897 0,-9109017.2658 3033061.6796 0,-9108954.5404 3032830.308 0,-9108837.6301 3032399.2859 0,-9108809.8525 3032275.9973 0,-9108761.6253 3032062.1572 0,-9108717.279 3031854.4915 0,-9108663.0699 3031631.4792 0,-9108530.4541 3030864.7796 0,-9108506.0191 3030683.9808 0,-9108421.0951 3030149.3078 0,-9108496.3422 3030079.9212 0,-9108580.7741 3030079.9118 0))",COLLIER,WIGGINS PASS SRA,,,,
"POLYGON Z ((-8919079.3124 2983607.9615 0,-8919096.6453 2983754.0709 0,-8919118.2527 2984306.6565 0,-8919160.3352 2984630.5442 0,-8919145.1126 2984765.1808 0,-8919137.4706 2984862.2385 0,-8919073.1887 2985052.6535 0,-8919102.5485 2985398.438 0,-8919127.8112 2985657.4904 0,-8919152.7603 2985964.3398 0,-8919169.6628 2986073.1651 0,-8919189.8065 2986444.8589 0,-8919169.9113 2986603.9698 0,-8919001.8161 2986601.6306 0,-8919022.701 2986445.9148 0,-8919004.0891 2986094.7064 0,-8918987.3704 2985987.0381 0,-8918961.6812 2985673.0902 0,-8918936.4654 2985414.3859 0,-8918911.3954 2985134.2304 0,-8918905.3098 2985044.0315 0,-8918964.4524 2984880.2888 0,-8918978.9108 2984749.7216 0,-8918993.3721 2984641.1266 0,-8918952.2513 2984324.4884 0,-8918930.4954 2983770.4531 0,-8918911.2533 2983607.9612 0,-8919079.3124 2983607.9615 0))",DADE,MIAMI BCHS,,,,
"POLYGON Z ((-8921539.1521 2968151.636 0,-8921418.9739 2968241.9414 0,-8921364.5447 2968151.5823 0,-8921539.1521 2968151.636 0))",DADE,VIRGINIA KEY,,,,
"POLYGON Z ((-8926217.4063 2933624.3263 0,-8926315.9082 2933640.0097 0,-8926228.5811 2933803.9134 0,-8926217.4063 2933624.3263 0))",,,,,,
"POLYGON Z ((-8927112.0082 2930542.2383 0,-8927252.826 2930600.5949 0,-8927173.3617 2930662.8801 0,-8927112.0082 2930542.2383 0))",,,,,,
"POLYGON Z ((-9104458.1323 2820238.5631 0,-9104373.4363 2820171.5874 0,-9104423.7163 2820095.8998 0,-9104559.8466 2820096.1282 0,-9104640.4174 2820090.487 0,-9104757.3746 2820082.9674 0,-9105001.8933 2820062.181 0,-9105113.0891 2820058.4993 0,-9105226.2214 2820045.2071 0,-9105329.8098 2820035.7415 0,-9105437.1467 2820028.2061 0,-9105540.7349 2820018.7388 0,-9105648.1091 2820013.1386 0,-9105816.8419 2819992.2081 0,-9105903.1834 2819974.9921 0,-9105991.4104 2819952.0191 0,-9106071.9529 2819936.7248 0,-9106196.5724 2819919.5773 0,-9106288.9518 2819961.0384 0,-9106289.2882 2820042.614 0,-9106179.1883 2820089.1364 0,-9105992.1891 2820148.5751 0,-9105857.944 2820181.1278 0,-9105645.2755 2820191.7169 0,-9105546.8138 2820129.6587 0,-9105454.0401 2820129.6396 0,-9105411.1018 2820252.6538 0,-9105242.3489 2820255.2856 0,-9105067.8684 2820258.8617 0,-9104958.5382 2820254.8141 0,-9104862.7069 2820237.3108 0,-9104761.0377 2820239.0631 0,-9104653.6757 2820240.8207 0,-9104565.5003 2820244.5336 0,-9104458.1323 2820238.5631 0))",MONROE,KEY WEST BCHS,,,,
"POLYGON Z ((-9106604.1371 2819896.397 0,-9106705.6777 2819889.5262 0,-9106788.1778 2819887.7248 0,-9106868.6706 2819878.215 0,-9107050.8397 2819859.2284 0,-9107183.1469 2819857.4988 0,-9107144.695 2820023.1723 0,-9107025.7923 2820028.7777 0,-9106897.348 2820040.1467 0,-9106774.5979 2820053.4437 0,-9106562.1855 2820026.3607 0,-9106604.1371 2819896.397 0))",MONROE,FT TAYLOR SHS,,,,
"POLYGON Z ((-9142113.5258 2826385.9806 0,-9142555.7672 2826455.9695 0,-9142988.0778 2826545.414 0,-9142554.0293 2826538.7879 0,-9142113.4994 2826469.8565 0,-9142113.5258 2826385.9806 0))",MONROE,MARQUESAS KEYS,,,,
"POLYGON Z ((-9142113.5258 2826385.9806 0,-9141939.9606 2826431.0227 0,-9141366.2916 2826062.07 0,-9141405.1442 2825980.3115 0,-9141986.7061 2826271.8227 0,-9142113.5099 2826301.3262 0,-9142113.5258 2826385.9806 0))",MONROE,MARQUESAS KEYS,,,,
"POLYGON Z ((-9146787.0302 2821761.6277 0,-9146662.3096 2822201.9116 0,-9146332.7836 2822570.5937 0,-9146154.4417 2822565.3903 0,-9146240.3845 2822461.9731 0,-9146533.2987 2822109.3058 0,-9146617.2282 2821834.9289 0,-9146614.7282 2821753.1548 0,-9146787.0302 2821761.6277 0))",MONROE,MARQUESAS KEYS,,,,
"POLYGON Z ((-9146717.4928 2821491.2967 0,-9146618.9946 2821122.1555 0,-9146685.5161 2821038.6837 0,-9146642.5826 2820716.6672 0,-9146498.3879 2820602.9972 0,-9146426.6472 2820546.4658 0,-9146327.0734 2820417.2141 0,-9146390.2267 2820356.694 0,-9146473.0342 2820375.0494 0,-9146598.1819 2820480.4541 0,-9146709.1343 2820649.2653 0,-9146800.2872 2820972.9775 0,-9146784.1137 2821122.4507 0,-9146806.3019 2821569.6175 0,-9146724.7073 2821658.6577 0,-9146717.4928 2821491.2967 0))",MONROE,MARQUESAS KEYS,,,,
"POLYGON Z ((-9225147.3534 2830136.3293 0,-9225248.9754 2829994.3978 0,-9225313.0873 2830131.3715 0,-9225228.1155 2830263.9717 0,-9225147.3534 2830136.3293 0))",MONROE,GARDEN KEY,,,,
"POLYGON Z ((-9529993.5621 3511578.4108 0,-9529923.3833 3511486.7719 0,-9529672.3426 3511321.5914 0,-9529381.0131 3511228.851 0,-9529141.3622 3510993.1189 0,-9528860.8029 3510960.4883 0,-9528579.0396 3510765.6417 0,-9528503.4959 3510634.4507 0,-9528901.3434 3510795.6464 0,-9529153.1901 3510892.9515 0,-9529451.6894 3511074.6792 0,-9529690.3534 3511229.5988 0,-9529987.8569 3511325.0049 0,-9530071.093 3511539.3102 0,-9529993.5621 3511578.4108 0))",BAY,TYNDALL AFB,,,,
"POLYGON Z ((-9062814.8018 3566185.6657 0,-9062875.9421 3565992.3809 0,-9062925.7637 3565885.5197 0,-9063061.7868 3565743.7146 0,-9063187.7725 3565725.3426 0,-9063192.5688 3565901.7553 0,-9063073.2014 3565979.2097 0,-9063037.3196 3566119.8432 0,-9063047.2798 3566230.2152 0,-9063045.0032 3566324.5551 0,-9062983.2422 3566461.1573 0,-9062896.9898 3566505.5455 0,-9062812.6797 3566491.6197 0,-9062735.0771 3566441.6661 0,-9062643.2943 3566316.8261 0,-9062577.5957 3566200.758 0,-9062518.6839 3566096.6988 0,-9062448.2485 3565884.545 0,-9062413.7554 3565678.1117 0,-9062371.6813 3565442.338 0,-9062365.2543 3565254.4146 0,-9062372.1626 3565039.099 0,-9062355.4142 3564955.2977 0,-9062373.5201 3564676.6519 0,-9062435.3006 3564483.6744 0,-9062565.4046 3563858.6049 0,-9062580.2423 3563722.1527 0,-9062611.9354 3563375.5658 0,-9062606.6405 3563223.4002 0,-9062634.5962 3563045.2569 0,-9062651.1518 3562718.6045 0,-9062636.4883 3562300.0749 0,-9062642.8122 3562181.482 0,-9062652.6765 3561897.4077 0,-9062647.6303 3561646.2054 0,-9062617.8379 3561459.071 0,-9062609.3413 3561286.4409 0,-9062510.868 3560408.9931 0,-9062435.2583 3559929.9093 0,-9062418.3569 3559826.5035 0,-9062392.7958 3559627.4181 0,-9062308.614 3559304.6854 0,-9062276.0112 3559206.7685 0,-9062230.3294 3559019.1269 0,-9062190.8747 3558918.9516 0,-9062149.5555 3558825.2194 0,-9062092.4182 3558641.917 0,-9062088.2474 3558547.1403 0,-9062248.5449 3558572.8447 0,-9062310.7709 3558759.2266 0,-9062350.7076 3558850.0309 0,-9062392.7146 3558956.3595 0,-9062438.792 3559086.2046 0,-9062448.6855 3559181.983 0,-9062562.5737 3559588.6706 0,-9062590.2821 3559799.7161 0,-9062607.0028 3559901.8211 0,-9062683.055 3560383.6577 0,-9062782.5945 3561269.7241 0,-9062790.496 3561436.3729 0,-9062820.4184 3561624.6725 0,-9062826.7138 3561896.2851 0,-9062816.7398 3562188.4997 0,-9062810.5866 3562299.0109 0,-9062820.586 3562670.7964 0,-9062808.1828 3563059.0951 0,-9062780.9007 3563226.0585 0,-9062786.1141 3563374.942 0,-9062753.4727 3563738.8836 0,-9062737.9307 3563881.8059 0,-9062604.6332 3564524.4344 0,-9062546.2441 3564700.8718 0,-9062528.4734 3564932.8136 0,-9062546.4383 3565034.8557 0,-9062539.2221 3565247.7424 0,-9062548.02 3565388.8684 0,-9062585.2517 3565648.0387 0,-9062615.8893 3565837.0695 0,-9062674.4239 3566018.183 0,-9062729.0638 3566114.6542 0,-9062814.8018 3566185.6657 0))",DUVAL,L TALBOT ISL SP,,,,
"POLYGON Z ((-9629095.1498 3552704.2292 0,-9629130.9009 3552696.3 0,-9629319.3035 3552654.5321 0,-9629409.7439 3552644.994 0,-9629525.4159 3552620.3846 0,-9629650.1989 3552568.1325 0,-9629752.9473 3552549.0434 0,-9629909.6599 3552560.082 0,-9629999.6803 3552560.7994 0,-9629942.6963 3552752.8225 0,-9629769.4499 3552722.991 0,-9629657.8269 3552755.2179 0,-9629568.7235 3552789.5196 0,-9629441.1109 3552816.6211 0,-9629351.0668 3552826.0752 0,-9629230.84 3552851.9956 0,-9629136.4668 3552874.779 0,-9629130.911 3552851.8556 0,-9629095.1498 3552704.2292 0))",OKALOOSA,COUNTY BCHS,,,,
"POLYGON Z ((-9738202.7283 3540515.1196 0,-9738333.0082 3540480.267 0,-9738425.8951 3540451.2696 0,-9738597.4645 3540422.8985 0,-9738691.9018 3540369.4492 0,-9738777.2971 3540350.9042 0,-9738871.7365 3540356.1469 0,-9739070.2692 3540271.3587 0,-9739164.2241 3540244.6491 0,-9739272.6706 3540252.4042 0,-9739440.701 3540196.3477 0,-9739529.0893 3540180.9877 0,-9739647.3895 3540184.0243 0,-9739970.1558 3540067.2909 0,-9740065.1164 3540053.416 0,-9740295.5411 3540049.9836 0,-9740453.7994 3539982.2953 0,-9740455.9753 3539981.3576 0,-9740455.9817 3540165.3147 0,-9740453.81 3540166.4045 0,-9740372.2668 3540207.5619 0,-9740137.5776 3540244.2421 0,-9740049.698 3540228.5795 0,-9739733.1522 3540343.8259 0,-9739548.038 3540354.3767 0,-9739311.2687 3540423.1237 0,-9739204.5569 3540422.3825 0,-9738938.6829 3540516.9268 0,-9738847.9201 3540547.1622 0,-9738763.7822 3540528.8528 0,-9738676.3141 3540578.3173 0,-9738533.3263 3540630.5154 0,-9738441.6656 3540639.7176 0,-9738209.6531 3540693.6528 0,-9738202.7283 3540515.1196 0))",ESCAMBIA,PERDIDO KEY,,,,
"POLYGON Z ((-9220301.5024 3248976.1032 0,-9220303.6261 3248891.4333 0,-9220326.1233 3248761.014 0,-9220329.0484 3248650.6471 0,-9220333.4476 3248543.5501 0,-9220321.8486 3248375.7022 0,-9220317.137 3248247.6887 0,-9220310.2284 3248147.5366 0,-9220327.1665 3248038.8518 0,-9220302.2253 3247920.0602 0,-9220319.711 3247794.7917 0,-9220313.2091 3247677.2751 0,-9220297.6749 3247589.3205 0,-9220321.8882 3247508.8497 0,-9220295.5341 3247429.3672 0,-9220300.595 3247340.6245 0,-9220320.0022 3247249.6755 0,-9220346.3702 3247063.5505 0,-9220343.111 3246980.2361 0,-9220364.0989 3246763.8231 0,-9220371.8959 3246631.443 0,-9220395.7794 3246450.4542 0,-9220426.3188 3246327.6478 0,-9220466.5515 3246195.5059 0,-9220498.139 3246103.0992 0,-9220495.8361 3246010.9476 0,-9220523.3654 3245887.9862 0,-9220561.5273 3245689.9036 0,-9220572.0016 3245504.1319 0,-9220581.1796 3245417.8581 0,-9220597.7835 3245300.7488 0,-9220611.3656 3245210.3899 0,-9220637.4545 3245115.6501 0,-9220749.074 3245118.9223 0,-9220780.6723 3245217.2592 0,-9220766.1088 3245325.0522 0,-9220750.1253 3245437.6117 0,-9220736.3408 3245625.9361 0,-9220729.515 3245716.9943 0,-9220690.1618 3245921.4637 0,-9220664.4379 3246036.3904 0,-9220666.1831 3246132.6097 0,-9220628.5698 3246247.3508 0,-9220590.6809 3246371.5005 0,-9220563.7364 3246477.827 0,-9220541.5321 3246644.5865 0,-9220533.7194 3246776.8365 0,-9220514.2764 3246928.5798 0,-9220537.5565 3247018.7609 0,-9220487.9334 3247276.8646 0,-9220469.5578 3247361.0352 0,-9220492.5134 3247481.5511 0,-9220470.7561 3247597.0304 0,-9220485.5045 3247742.4677 0,-9220478.5386 3247875.4431 0,-9220498.7633 3248021.4749 0,-9220479.5442 3248116.1138 0,-9220486.9795 3248237.27 0,-9220491.7354 3248366.6602 0,-9220496.7038 3248452.101 0,-9220503.6239 3248545.336 0,-9220499.1014 3248655.7799 0,-9220496.0099 3248772.0789 0,-9220472.6304 3248976.0756 0,-9220387.5587 3248976.1036 0,-9220301.5024 3248976.1032 0))",PINELLAS,N COUNTY BCHS,,,,
"POLYGON Z ((-8911280.8647 3062199.7872 0,-8911105.1608 3062253.1911 0,-8911115.7725 3062109.5269 0,-8911127.0831 3062007.0722 0,-8911146.0136 3061916.3808 0,-8911288.7096 3061877.625 0,-8911294.7935 3062039.513 0,-8911280.8647 3062199.7872 0))",PALM BEACH,UNKNOWN,,,,
"POLYGON Z ((-9616163.0417 3552221.4167 0,-9616045.2334 3552202.1704 0,-9615929.4818 3552197.9538 0,-9615833.2147 3552185.357 0,-9615709.9143 3552149.2194 0,-9615619.5441 3552134.9829 0,-9615525.0491 3552114.7097 0,-9615419.5604 3552096.7632 0,-9615221.5279 3552075.0024 0,-9615221.5265 3551899.8553 0,-9615367.6941 3551908.0814 0,-9615554.4594 3551942.7655 0,-9615647.5918 3551959.4255 0,-9615734.4434 3551976.4923 0,-9615821.5983 3551996.4677 0,-9615937.1257 3552023.6665 0,-9616060.1218 3552028.2569 0,-9616159.6493 3552045.4374 0,-9616163.0417 3552221.4167 0))",WALTON,UNSURVEYED,,,,
"POLYGON Z ((-9064464.0772 3592670.3778 0,-9064639.4199 3592680.1652 0,-9064611.8252 3592839.7482 0,-9064614.7568 3592929.7466 0,-9064577.033 3593062.2771 0,-9064568.0649 3593154.4946 0,-9064565.3623 3593274.4149 0,-9064556.5228 3593409.026 0,-9064546.8348 3593518.4394 0,-9064504.7753 3593653.1611 0,-9064481.1236 3593744.8656 0,-9064477.6657 3593862.5772 0,-9064576.4328 3593846.5559 0,-9064713.6099 3593888.8147 0,-9064838.1272 3593963.4854 0,-9064967.2927 3594086.9733 0,-9065051.1214 3594181.9603 0,-9065117.964 3594250.6066 0,-9065193.821 3594308.2742 0,-9065266.8844 3594392.233 0,-9065347.9578 3594448.4031 0,-9065525.6203 3594480.7158 0,-9065686.2961 3594456.2628 0,-9065784.8701 3594424.8349 0,-9065885.8649 3594407.1862 0,-9065983.4585 3594384.4179 0,-9066091.9218 3594377.9182 0,-9066183.5247 3594325.9207 0,-9066280.8615 3594301.6918 0,-9066397.7541 3594309.6489 0,-9066510.3792 3594354.4592 0,-9066601.2716 3594385.738 0,-9066686.3758 3594422.3075 0,-9066803.6393 3594440.0592 0,-9066898.9037 3594456.2443 0,-9067066.5488 3594351.475 0,-9067158.9706 3594350.1985 0,-9067231.8084 3594400.3541 0,-9067321.103 3594445.4584 0,-9067254.8772 3594610.9815 0,-9067103.7815 3594555.3395 0,-9066999.9267 3594641.5096 0,-9066869.2317 3594668.7043 0,-9066782.4735 3594679.887 0,-9066696.7231 3594699.4848 0,-9066612.9044 3594667.0334 0,-9066498.744 3594583.8321 0,-9066364.8804 3594482.074 0,-9066238.4569 3594492.5621 0,-9066060.7377 3594556.9186 0,-9065925.1611 3594577.7304 0,-9065831.694 3594593.5095 0,-9065738.2398 3594623.3813 0,-9065632.3885 3594654.5812 0,-9065517.4227 3594655.6067 0,-9065401.1208 3594643.849 0,-9065286.7412 3594612.9318 0,-9065158.0521 3594529.4927 0,-9065080.6251 3594441.808 0,-9065007.3957 3594386.0871 0,-9064924.7921 3594302.7306 0,-9064843.1086 3594209.9857 0,-9064738.1549 3594107.2128 0,-9064648.2159 3594051.4289 0,-9064515.9282 3594033.3447 0,-9064424.1998 3594048.9969 0,-9064324.2154 3593952.1582 0,-9064295.7654 3593807.2759 0,-9064310.2273 3593709.4132 0,-9064336.6486 3593606.467 0,-9064373.9823 3593492.8709 0,-9064382.5255 3593396.4163 0,-9064391.0732 3593268.5869 0,-9064393.7476 3593147.3469 0,-9064404.36 3593035.6812 0,-9064439.9051 3592920.0263 0,-9064438.4505 3592818.6257 0,-9064464.0772 3592670.3778 0))",NASSAU,FT CLINCH SP,,,,
"POLYGON Z ((-8909271.7433 3088569.0885 0,-8909247.2842 3088442.7405 0,-8909230.2018 3088339.5972 0,-8909209.1259 3088231.5045 0,-8909179.3759 3088029.6881 0,-8909338.8004 3088020.4355 0,-8909354.7304 3088137.1567 0,-8909381.306 3088233.0963 0,-8909413.2314 3088415.3497 0,-8909440.056 3088568.7881 0,-8909271.7433 3088569.0885 0))",PALM BEACH,PALM BCHS,,,,
"POLYGON Z ((-9698711.156 3546590.3287 0,-9698611.1829 3546621.7052 0,-9698473.5769 3546660.4364 0,-9698367.7546 3546676.8561 0,-9698282.7362 3546693.4707 0,-9698135.7973 3546710.9323 0,-9698001.7305 3546742.4649 0,-9697884.6236 3546763.3764 0,-9697754.1564 3546784.778 0,-9697601.6567 3546813.0409 0,-9697488.201 3546840.1991 0,-9697366.0147 3546872.9296 0,-9697260.3557 3546899.7172 0,-9697173.5437 3546915.361 0,-9697013.896 3546940.4654 0,-9696928.6918 3546953.591 0,-9696784.0698 3546999.9117 0,-9696667.7227 3547029.2889 0,-9696540.6939 3547062.2109 0,-9696439.662 3547087.2948 0,-9696266.9824 3547129.881 0,-9696181.8339 3547143.7816 0,-9696095.4296 3547159.1229 0,-9695966.034 3547173.5097 0,-9695832.0727 3547198.2387 0,-9695709.0569 3547224.6715 0,-9695591.7485 3547247.6833 0,-9695501.7422 3547270.9401 0,-9695373.9507 3547314.5565 0,-9695253.8619 3547344.1688 0,-9695082.7638 3547380.3773 0,-9694959.9765 3547413.0265 0,-9694831.3684 3547447.6494 0,-9694684.7097 3547479.8295 0,-9694598.9585 3547494.8405 0,-9694509.3924 3547510.7467 0,-9694422.5219 3547529.6324 0,-9694326.7411 3547549.9982 0,-9694179.8795 3547589.3591 0,-9694043.8041 3547605.7624 0,-9693940.3774 3547635.6888 0,-9693855.4815 3547659.1691 0,-9693746.8113 3547674.616 0,-9693630.8574 3547718.7208 0,-9693498.3015 3547752.1927 0,-9693344.5804 3547788.5931 0,-9693210.8719 3547800.2243 0,-9693111.3452 3547820.5804 0,-9693020.1126 3547852.8812 0,-9692920.8524 3547879.4009 0,-9692810.456 3547901.9315 0,-9692677.7044 3547926.9053 0,-9692574.0704 3547954.0463 0,-9692455.7934 3547975.9708 0,-9692369.7754 3547993.4513 0,-9692242.9313 3548008.5209 0,-9692129.7228 3548025.7447 0,-9692040.6294 3548057.8908 0,-9691903.9552 3548097.9272 0,-9691810.8858 3548109.1797 0,-9691720.7097 3548139.8461 0,-9691636.8491 3548157.8398 0,-9691532.6491 3548183.7492 0,-9691448.1099 3548206.578 0,-9691345.0523 3548231.0862 0,-9691238.8813 3548251.0803 0,-9691104.0229 3548268.682 0,-9691000.038 3548281.0767 0,-9690895.2603 3548302.1385 0,-9690766.1589 3548329.0419 0,-9690677.7153 3548345.3914 0,-9690578.6317 3548363.9854 0,-9690493.5745 3548389.7931 0,-9690375.6046 3548417.5026 0,-9690343.2807 3548245.3617 0,-9690441.2748 3548223.444 0,-9690539.1262 3548194.2146 0,-9690641.1556 3548174.9574 0,-9690724.8922 3548159.5824 0,-9690862.0045 3548130.9759 0,-9690965.0053 3548110.3208 0,-9691090.3976 3548094.8418 0,-9691208.8739 3548079.3242 0,-9691305.8012 3548061.2176 0,-9691406.3092 3548037.364 0,-9691533.4453 3548001.0561 0,-9691634.3312 3547977.9154 0,-9691719.5377 3547959.0883 0,-9691819.0454 3547930.9519 0,-9691924.5009 3547916.705 0,-9692016.9778 3547876.247 0,-9692151.5553 3547845.215 0,-9692295.1977 3547828.9083 0,-9692422.7828 3547804.734 0,-9692524.7824 3547786.7783 0,-9692644.9204 3547755.7211 0,-9692771.7729 3547731.9239 0,-9692889.2753 3547707.9783 0,-9693015.9736 3547668.8493 0,-9693122.2706 3547639.6771 0,-9693234.3135 3547619.2937 0,-9693320.7109 3547615.6655 0,-9693453.1918 3547583.7975 0,-9693570.0673 3547555.3667 0,-9693653.6667 3547522.5495 0,-9693807.7571 3547485.1085 0,-9693965.7022 3547441.5503 0,-9694082.9325 3547427.4302 0,-9694229.6876 3547404.416 0,-9694339.9586 3547368.7353 0,-9694477.1528 3547339.4254 0,-9694569.0837 3547323.1744 0,-9694714.0302 3547294.7532 0,-9694846.9505 3547263.2233 0,-9694964.7755 3547231.1956 0,-9695144.853 3547189.5251 0,-9695270.0661 3547159.7852 0,-9695400.9161 3547120.0169 0,-9695503.564 3547093.3953 0,-9695625.8457 3547065.7451 0,-9695736.1222 3547047.196 0,-9695852.8026 3547013.609 0,-9695939.0358 3547001.3213 0,-9696078.8398 3546985.4533 0,-9696226.0103 3546960.37 0,-9696314.2279 3546936.3542 0,-9696399.294 3546917.7124 0,-9696492.6256 3546894.6521 0,-9696576.2625 3546869.7981 0,-9696669.278 3546852.3253 0,-9696813.5886 3546811.0424 0,-9696937.5291 3546773.2636 0,-9697078.0385 3546758.3773 0,-9697190.3056 3546733.8049 0,-9697319.0132 3546705.1206 0,-9697443.3284 3546671.7466 0,-9697567.7725 3546642.0062 0,-9697651.8576 3546629.0386 0,-9697795.9903 3546601.997 0,-9697909.4169 3546583.5796 0,-9698051.1421 3546551.4922 0,-9698188.7387 3546529.6977 0,-9698334.3358 3546505.8132 0,-9698430.7265 3546491.2905 0,-9698554.1953 3546456.919 0,-9698711.157 3546402.5161 0,-9698711.156 3546590.3287 0))",ESCAMBIA,UNSURVEYED,,,,
